airDate,episodeNumber,id,overview,voteAverage,voteCount
2017-05-19,13,1279821,"Kimmy decides to become a crossing guard. Buoyed by the success of ""Boobs in California,"" Titus tries to win back Mikey with help from Jacqueline.",7.2,9
2018-05-30,1,1433053,"Hoping to win Mikey back, Titus pretends he's starring in a TV show. As the new head of HR at Giztoob, Kimmy has to fire an employee.",7.5,2
2018-05-30,2,1498358,,6.5,2
2018-05-30,3,1498360,"In the probing documentary ""Party Monster,"" DJ Fingerblast investigates what became of his childhood hero, DJ Slizzard.",6.0,2
2018-05-30,4,1498361,Kimmy tackles sexism at a tech conference while Lillian hits on men. Titus auditions for an acting troupe and researches nerds for a role.,6.5,2
2018-05-30,5,1498363,Titus directs a school musical but misses being in the spotlight. Jacqueline and Lillian try to scalp tickets to parents. Kimmy confronts a blogger.,7.5,2
2018-05-30,6,1498365,"Titus struggles to come up with a pitch for ""The Capist."" Kimmy writes a children's book. Lillian meets Artie's kids. Jacqueline stands up for Xan.",7.0,2
2019-01-25,7,1683149,"A beefcake hits on Titus, Jacqueline enjoys attention from millennial men, and Kimmy catches up with ex-mole woman Donna Maria.",6.0,2
2019-01-25,8,1683150,Titus opens up about his encounter with Mr. Frumpus. Kimmy bonds with her date's parents and starts seeing them behind his back.,6.0,2
2019-01-25,9,1683151,"What would life be like if Kimmy never got in the Reverend's van and Titus missed his audition for ""The Lion King""?",7.5,2
2019-01-25,10,1683152,Kimmy discovers that Fran Dodd is posing as the author of her book. Jacqueline sets Titus up in a fake relationship with a celebrity.,7.0,2
2019-01-25,11,1683153,"When Zach sells Giztoob for big bucks, Kimmy celebrates! Jacqueline hustles to keep Tripp as a client, and Titus learns a secret about ""Cats.""",7.5,2
2019-01-25,12,1683154,Titus is torn between living his dream and winning back Mikey. Lillian takes a final stand against gentrification. Kimmy has an influential fan.,7.0,2
