airDate,episodeNumber,id,overview,voteAverage,voteCount
2014-09-28,1,1004769,"Jake’s undercover FBI operation ends in a successful sting, until he learns one mobster has gotten away. As Jake enlists Charles’ help to track him down, Holt tests the squad’s patience with practice drills.",7.361,18
2014-10-05,2,1004770,"Holt is taken by surprise when his longtime nemesis, Deputy Chief Madeline Wuntch arrives for an inspection of his precinct. Meanwhile, Jake and Terry test the boundaries of “work friends” vs. “friend friends” as they investigate a stabbing at a hipster chocolate milk bar.",7.382,17
2014-10-12,3,1009811,"The squad has time to kill when the arrival of the Serbian President’s motorcade to Brooklyn has been delayed. So, Jake launches “The Jimmy Jab Games,” an annual series of competitions in the precinct. Meanwhile, Terry and Holt take on a new drug task force approved by Holt’s nemesis, Deputy Chief Madeline Wuntch.",7.944,18
2014-10-19,4,1010284,"The Peralta/Holt annual Halloween bet continues when Jake challenges the Captain that he can steal his watch before midnight. Meanwhile, Gina is upset that her dance team, Floorgasm, kicks her off the squad and Terry confronts her about her bad attitude.",7.737,19
2014-11-02,5,1012043,"There's a mole in the precinct and Holt and Jake need to find out who it is before Deputy Chief Madeline Wuntch gets wind of it. Meanwhile, Terry and Rosa visit a ""silent"" disco to uncover new leads for their new drug task force.",7.889,18
2014-11-09,6,1011853,"Jake hits it off with Sophia, a woman whom he meets at a bar, only to find out she is the defense attorney for a perp he is trying to put in jail. Meanwhile, Gina and Charles work to put their relationship behind them.",7.722,18
2014-11-16,7,1012950,"The precinct goes into lockdown mode on Thanksgiving night, and Jake, who was left in charge, is confident in his ability to keep spirits high and avoid chaos. Amy is less confident, as things spiral out of control.",7.667,18
2014-11-23,8,1014440,"While attempting to catch a drug dealer, Jake and Charles reluctantly join forces with the nerdy lead investigator at the U.S. Postal Service, Jack Danger. Meanwhile, the rest of the team helps Amy quit smoking",7.361,18
2014-11-30,9,1016956,"In an attempt to add a touch of romance to their work trip, Jake invites his girlfriend, Sophia, as well as Amy's boyfriend, Teddy, to join them at a B&B. Meanwhile, Rosa adamantly refuses to admit to Terry and Gina that she is sick, and Charles is eager to help Holt with his anniversary breakfast.",7.306,18
2014-12-07,10,1018187,"""The Pontiac Bandit,"" aka Doug Judy, is back in custody, after jamming up Jake and Rosa in his previous encounter with them. Meanwhile, Gina and Boyle are nervous that their parents might be getting too close, and Santiago makes Holt a Christmas gift against his wishes.",7.722,18
2014-12-14,11,1022916,"Jake and Charles' bro-mance starts to crack when they volunteer for an eight-day stakeout in very close quarters. Meanwhile, Captain Holt's nephew, Marcus, comes to Brooklyn and captures Rosa's attention.",7.528,18
2015-01-04,12,1022917,"The team is excited to spend the weekend at Charles' beach house for a detectives-only-getaway, until Jake ruins the fun by inviting Captain Holt. Meanwhile, Charles helps Rosa send romantic texts to her new boyfriend, and Gina tries to get Amy drunk, simply for her own enjoyment.",7.676,17
2015-01-11,13,1022918,"The squad decides it's high time Jake paid them back all the money he has owed them from over the years. Meanwhile, Amy and Holt team up to re-open the Brooklyn Broiler case.",7.688,16
2015-01-25,14,1032003,"When Sophia's job gets in the way of her relationship with Jake, Jake tries to smooth things over with her boss. Meanwhile, Wuntch needs Holt's help for a job recommendation.",7.559,17
2015-02-08,15,1037113,"Jake is heartbroken over Sophia but his spirits are lifted when the squad is invited to a Homeland Security terrorist training simulation. That is, until the agent in charge assigns them the lame role of playing hostages. Meanwhile, Gina administers a psychological exam to Holt, and Amy and Rosa compete for a day off from work.",8.088,17
2015-02-15,16,1038357,"When Jake notices that Holt has been acting moody, he teams up with Holt's husband to figure out what happened. Meanwhile, at the precinct, Charles tries to get a confession out of a geriatric suspect who pretends to be senile and adorable whenever Amy and Rosa are around.",7.467,15
2015-03-01,17,1041361,"It's the day of Gina and Charles' parents' wedding, and the whole squad is given a job to fulfill for the ceremony. However, Jake and Amy get sidetracked chasing a criminal, and Terry struggles to officiate the wedding.",7.6,16
2015-03-08,18,1042433,"Jake's mainly absentee father, Roger, comes to town to spend some time with his son. Jake can't wait to see him, but Charles is skeptical of Roger's intentions. Meanwhile, Holt tasks Amy, Terry, Gina and Rosa with an impossible brain teaser in exchange for Beyoncé tickets.",7.688,16
2015-03-15,19,1043567,"After a streak of really bad luck, Jake thinks he's being sabotaged by an enemy. Holt assigns Amy and Rosa to investigate the truth. Meanwhile, Holt hurts Gina's feelings by calling her dance troupe a ""hobby,"" and Charles is stuck working a case with Scully and Hitchcock in Jake's absence.",8.7,6
2015-04-26,20,1050494,"After Jake injures himself on a case, Terry forces him take time off and rest -- something Jake doesn’t know how to do. Across town, Holt and Rosa try to avoid intimate conversation during a double-date with their significant others.",9.3,5
2015-05-03,21,1052898,"Jake is excited to work a case with the best detective in the NYPD, Detective Majors, until Majors shares his intentions to ask Amy out on a date. Meanwhile, Charles and Gina try to convince Terry to stay at the Nine-Nine when he considers accepting an offer to work at a private security firm.",8.1,5
2015-05-10,22,1053440,"Holt is wary when Wuntch lets Jake work his dream case, worried that she is setting him up to fail. Back at the precinct, Amy, Rosa and Gina help Terry host a field trip for a local magnet school.",8.6,5
2015-05-17,23,1054900,"Jake and Amy go undercover to catch Brooklyn’s most notorious identity thief, and the case brings them closer together – very close. Meanwhile, the entire precinct is caught off-guard when one of their own says goodbye to the Nine-Nine.",8.2,5
2015-09-27,1,1097832,"After Holt is transferred to the NYPD Department of Public Relations, the new captain's arrival causes the precinct to dissolve into chaos, despite Terry's best efforts to keep everyone on point. Meanwhile, Jake and Amy face the aftermath of their ""for reals"" kiss.",7.5,15
2015-10-04,2,1097833,"The Nine-Nine gets another personnel change that could put Jake and Amy’s budding relationship at risk. Meanwhile, Terry assists Holt with an important public relations matter, and Rosa and Gina try to convince Charles to rethink his affection for a fellow officer.",7.2,15
2015-10-11,3,1107199,"Jake thinks Boyle might have met his soulmate in Genevieve, an art gallery owner, and he tries to help set them up. Meanwhile, Rosa deals with inter-precinct theft and Holt seeks Amy’s help with an image campaign.",7.267,15
2015-10-18,4,1110048,"When investigating a serial killer, Jake enlists Holt’s help in an attempt to solve the case off the radar. At the precinct, Rosa and Amy are forced to deal with demands from an old adversary and Terry discovers a new obsession.",7.433,15
2015-10-25,5,1131714,"The third installment of Captain Holt and Jake’s Halloween heist culminates with a tie-breaking competition to claim the title of “amazing detective slash genius.” This year, Jake and Holt split the squad into two teams to help them win.",8.0,16
2015-11-08,6,1131715,"Jake and Charles convince Terry to take a weekend camping trip as a much needed ""babymoon,"" but they soon realize it might not be the idealistic weekend for which they had hoped. Meanwhile back at the precinct, Holt gives Rosa some important relationship advice and Amy enlists Gina's help to prepare her for an important presentation.",7.071,14
2015-11-15,7,1131716,"Jake and Amy convince the Captain to let them work a case together involving a new street drug, but their new relationship gets in the way. Meanwhile, at the precinct, Charles panics when he realizes he’s damaged one of Holt’s prized possessions and Terry teaches Rosa a lesson in discipline.",7.154,13
2015-11-22,8,1136866,"Jake's in charge of entertaining Sharon while Terry and Rosa head off to learn about the Douglass Street murders, but Sharon's water breaks and crisis ensues at the precinct. Amy and Charles must process paperwork by hand due to an internet outage. Meanwhile, Holt is forced to confront his ex-boyfriend.",7.467,15
2015-12-06,9,1136867,"In an attempt to solve an international case, Jake and Rosa are forced to work with a pair of Swedish cops and things get very competitive, very quickly. Meanwhile, Amy and Terry offer to help Gina prepare for a big test and Holt enlists Charles to sub in as his squash partner for an annual tournament.",7.321,14
2015-12-13,10,1138484,"Jake, Charles and Gina are involved in a real-life “Die Hard” situation while off-duty on Christmas Eve, and Terry must leave his family celebration to try to save his squad. Meanwhile, Amy tries to prove she’s just as tough as Holt and Rosa.",7.536,14
2016-01-05,11,1152278,"Charles and Genevieve want to take their relationship to a new level, but his ex-wife, Eleanor, steamrolls their plans. Meanwhile, Amy asks Terry to write a recommendation letter with disastrous results, and Holt and Rosa enlist Gina’s help to solve a case.",7.429,14
2016-01-19,12,1152279,"When Captain Holt and Jake accidentally contract the mumps during an investigation, they decide to be quarantined together in hopes of still solving the case. Meanwhile, Rosa tries to help Boyle through a mourning process, and Terry is forced to clean up Hitchcock and Scully’s mess.",7.3,15
2016-01-26,13,1161355,"Jake and Amy are excited to go on their first real vacation together, but Amy’s perfectly planned cruise ship itinerary is thwarted when they discover an old adversary is on board with them. Meanwhile, Gina and Terry help Captain Holt survive a visit from his sister, Debbie, and Charles and Rosa vie for the same apartment.",6.929,14
2016-02-02,14,1161404,"On his birthday, Jake brings Amy to meet his mother, but a surprise appearance by his dad throws a wrench in his special day. Meanwhile, Rosa and Charles struggle with a new mandate regarding body cams while on a stakeout with Terry, and Gina forgets to inform the precinct about an important plan of Holt’s.",6.964,14
2016-02-09,15,1161405,"The Nine-Nine host the detectives from the Nine-Eight, their neighboring precinct, reuniting Jake with his old partner.  Charles is immediately jealous and tries to reclaim his best friend status with Jake. Meanwhile, the rest of the precinct tries to be welcoming to the Nine-Eight, but it doesn’t go as well as they had planned.",7.233,15
2016-02-16,16,1163062,"When Jake insults Hitchcock and Scully's work ethic in the precinct, they force their way into one of his cases in attempt to prove themselves. Meanwhile, Amy and Gina help Rosa conquer one of her biggest fears, and Holt and Boyle work a celebrity case.",7.269,13
2016-02-23,17,1166940,"When an unstable detective returns to the Nine-Nine after years undercover, Jake doesn't know what to make of him. Meanwhile, Charles' rebellious behavior pits him against the precinct's custodian, and Holt enlists Gina's help in directing a ""fun and informational"" video starring himself and Rosa.",7.286,14
2016-03-01,18,1166941,"Holt allows Amy and Jake to house-sit for him while he visits Kevin in Paris, but mayhem ensues when Holt's beloved dog, Cheddar, goes missing under their watch. Meanwhile, a romantic fling between Adrian Pimento and Rosa disrupts Terry and the rest of the precinct.",6.857,14
2016-03-15,19,1172728,"In an attempt to prove to his old precinct that he’s not a joke, Terry enlists Jake’s help in solving a case from his past. Meanwhile, Adrian moves in with Charles, with mixed results, and Amy invites herself to a hyper-competitive training exercise with Holt and Rosa",7.214,14
2016-03-29,20,1174511,Rosa enlists Jake to help change Terry’s disapproving opinion about her fast-moving relationship with Adrian Pimento. But their love for each other is put on hold when Pimento thinks someone from his past is trying to kill him.,7.033,15
2016-04-05,21,1181840,"In an attempt to get information on a criminal operation, Amy has to go undercover at a women’s prison and befriend one of the prisoners. Meanwhile back at the precinct, Holt and the team plan a fake funeral in an attempt to catch a hitman.",7.357,14
2016-04-12,22,1181841,"With Pimento’s life still in peril, Captain Holt calls on an old friend in the FBI to help with a seemingly impossible heist. Meanwhile Amy makes a breakthrough while undercover, and Terry and Gina discover an information leak in the Nine-Nine.",7.4,13
2016-04-19,23,1181842,"After a surprising turn of events in the Nine-Nine’s attempt to track down Adrian Pimento’s hitman, the precinct drops everything when they suspect Holt is in danger.",7.5,5
2016-09-20,1,1206222,"Jake and Holt continue their new lives in Florida under the Witness Protection Program while Jimmy remains at large, but their identities may be revealed after a video of the pair goes viral.",7.3,12
2016-09-27,2,1223128,"Jake and Holt end up on the other side of the interrogation table after being caught plotting an attack on Figgis. Meanwhile, a questionable new captain takes over at the precinct.",7.4,13
2016-10-04,3,1223833,"The team makes a road trip to Florida to try to help Jake and Holt take down Figgis. With an unforeseen injury and yet another interruption by Sheriff Reynolds, the plan doesn’t follow through quite like they all had hoped. In the midst of the chaos, Jake and Amy share an awkward reunion.",7.0,4
2016-10-11,4,1225523,"As Jake struggles with his first case back at the precinct, he encounters Jess Day, who is visiting New York, and enlists her to help him find his suspect. Meanwhile, Holt researches ways to increase office morale and Amy tries to figure out why Rosa keeps taking such long breaks.

The crossover continues on New Girl S06E04 Homecoming (II).",6.9,13
2016-10-18,5,1228347,"It’s Halloween in the Nine-Nine, which can only mean one thing: heist time. This year, the squad members pull out all the stops in their quest to win the new defending title of “Ultimate Detective Slash Genius.” Lines are drawn and plans are made, but there can only be one reigning champion.",7.8,13
2016-11-15,6,1236045,"Pimento and Rosa decide to pick up where they left off and get married, so the whole squad preps a perfect wedding under Amy’s careful direction. Pimento enlists Jake and Gina to hunt for his grandmother’s ruby earrings for Rosa to wear in the ceremony, but the universe has other plans for them.",8.0,4
2016-11-22,7,1236798,"At Amy's intricately planned Thanksgiving dinner, Jake goes ""full Santiago"" (binder and all) in order to impress her father, a former cop. With Jake and Amy's focus elsewhere, Charles is left on turkey duty and Holt helps Pimento cope after learning he can no longer work for the NYPD.",7.7,3
2016-11-29,8,1231128,"When famous author DC Parlov receives death threats, Jake and Terry take the case, so that Terry can meet his lifelong hero. Back at the precinct, Gina forces her way into the Boyle clan of cousins in an attempt to choose the location of the annual Boyle family vacation. Meanwhile, Holt's anger peaks when Amy chooses Kevin's side in their argument about a math puzzle.",7.7,13
2016-12-06,9,1241859,"Captain ""CJ"" is having major problems with a big case, and Jake and Holt find the motivation to help him out. Inside the precinct, war ensues when Terry enforces a green initiative and tells Gina to get rid of her precious space heater, while Rosa and Boyle take a break from the night shift to visit a foot massage parlor.",7.3,12
2016-12-13,10,1241860,"Charles enlists Jake's help in tracking down his son's favorite toy for Christmas, and the two find themselves accidentally facing off against a Latvian criminal ring as a result. Back at the precinct, the team gears up for their annual Christmas carol competition against their sworn enemy: the MTA.",7.0,12
2017-01-01,11,1247262,"A mass escape of convicts from a prison van in the streets of Brooklyn sends the entire squad on a manhunt. The only key witness? Former NFL running back Marshawn Lynch. Meanwhile, Jake and Amy place a bet on who can bring in the most escaped convicts - and the loser has to move into the winner's apartment.",9.0,4
2017-01-01,12,1249785,"With only one fugitive still on the loose, Jake enlists a surprising ally.",7.8,9
2017-04-11,13,1258300,"With the crime rate lowered, Brooklyn will be shutting down one of its precincts - permanently. The Nine-Nine is confident they will be evaluated fairly, until the official auditor turns out to be Amy's ex-boyfriend. The whole squad then must band together to try to save the precinct.",8.0,4
2017-04-18,14,1298152,"Terry's ex replaces Teddy in evaluating the precinct, but Jake and Rosa are distracted by a burglary case that occurred on the set of one of their favorite detective TV shows.",7.0,4
2017-04-25,15,1300491,"In what could be their last case as partners, Jake and Charles go to great extremes to apprehend a local bike thief. Terry shockingly isn't in the lead for ""Mr. Nine-Nine"" (the detective who has solved the most cases), leaving Rosa determined to boost his ego. Meanwhile, Amy spends some precious time with Holt.",7.2,4
2017-05-02,16,1303163,"Sergeant Jeffords is stopped by a fellow police officer while off-duty in his own neighborhood. When the incident escalates, Terry wants to file an official complaint against him, but Captain Holt has other ideas. Manwehile, Jake and Amy get a glimpse into the difficulties of parenthood and answer some tough questions when they babysit Terry's kids.",9.3,3
2017-05-09,17,1308198,"The precinct packs up and heads to the Tri-State Police Officers' annual Cop-Con, which is usually the Nine-Nine's excuse for a big annual party. But the squad's fun is threatened this year when Holt asks them to be on their best behavior.",7.0,4
2017-05-09,18,1308199,"Amy suddenly vanishes hours before taking the Sergeant Exam at Cop-Con, and it's up to Jake and Rosa to find her before it's too late",7.1,7
2017-05-16,19,1309428,"Captain Holt's mom seeks support from the precinct after her house is robbed. Meanwhile, Terry, Rosa and Boyle remodel the breakroom and Amy teaches Gina how to change her own car tire.",7.8,8
2017-05-16,20,1309429,"Jake and Rosa try to earn the respect of their idol, Lieutenant Melanie Hawkins. Meanwhile Charles, Terry and Gina test different parenting methods to resolve a conflict between Scully and Hitchcock.",7.4,8
2017-05-23,21,1313832,"As Jake and Rosa continue their search for a bank-robbing operation with Lieutenant Hawkins, they realize there's more to her team than meets the eye. After discovering a dangerous secret, they call for back-up from Holt and Pimento. Meanwhile, Boyle objects to Gina's new boyfriend.",8.0,5
2017-05-23,22,1313833,"When Jake and Rosa are framed for a crime they didn't commit, it's up to the Nine-Nine to find a way to bust them out.",7.8,5
2017-09-26,1,1353983,"Jake and Rosa assimilate to their new lives behind bars, but both are coping in very different ways. Jake bonds with his cellmate, Caleb, and is forced to join a prison gang led by notorious inmate Romero, in order to gain his protection. Meanwhile, in the women's prison, Rosa puts Holt and Terry to the test by having them complete outrageous favors for her. Back in the precinct, Amy and Charles are doing all they can to exonerate their colleagues.",7.9,10
2017-10-03,2,1368191,"When the warden asks Jake to investigate Romero's drug smuggling operation, Jake and Caleb find themselves caught between the loyalty Jake has sworn to both of them. Meanwhile, Amy is offered a deal by a local mobster who claims he can prove that Hawkins is guilty, but Holt and the rest of the gang think they have a safer plan.",7.889,9
2017-10-10,3,1371839,"Now that he's officially back at the precinct and desperate to solve a real case, Jake finds a loophole to get out of his temporarily designated desk duty. Unfortunately, that loophole rests on his ability to pass an official evaluation performed by Holt. While Charles provides Jake with moral support, Terry and Amy help Rosa, who believes Pimento may be cheating on her.",7.4,8
2017-10-17,4,1374428,"The Nine-Nine embarks on its fifth annual Halloween Heist and, as usual, everybody has a plan and no one is safe. Relationships and friendships are tested as the title ""Amazing Human Slash Genius"" must be snagged by midnight, leaving everyone pitted against each other.",9.2,5
2017-11-07,5,1379527,"To track down the infamous arms dealer Dan ""Daniel"" Valdano, Jake and Terry go undercover at an illegal gambling club, but when Holt gets involved to coach the two in the art of poker, his addiction resurfaces. Meanwhile, Boyle buys a food truck that was formerly used in a brutal string of murders without telling his investor, Amy, and Hitchcock and Scully challenge Rosa to a ""Butt-lympics.""",7.5,4
2017-11-14,6,1384133,"The always unwelcome Vulture pops back into Jake and Amy's lives, threatening to swoop in and take something important away from them. Meanwhile, Boyle and Rosa must track down ""Sergeant Peanut Butter,"" the kidnapped NYPD horse that Charles envies, and Holt challenges Terry to be less image-conscious.",6.0,4
2017-11-21,7,1387093,"Jake and Amy attempt to get their parents to bond over Thanksgiving dinner; When Holt's Thanksgiving pie is stolen from his office, he searches for the culprit.",6.75,4
2017-11-28,8,1387881,"When Terry's favorite author, DC Parlov, returns to the precinct because his latest manuscript was stolen, Terry and Jake convince Rosa to go undercover with them at a fantasy fiction convention to find the culprit. As drama ensues between Parlov and another writer, Terry admits that he's been writing a book of his own. Back at the precinct, Holt, Amy and Charles take a forensics course, but Charles' big mouth gets him in trouble.",6.143,7
2017-12-05,9,1394740,"While the entire precinct attends a funeral in LA, Holt learns that he is in the running to become Chief Commissioner of the NYPD - his dream job. But after missing their flight back to New York, Jake must devise a variety of ways to get Holt back in time for the interview.",7.0,4
2017-12-12,10,1400205,"Rosa begs Jake to help her break some big news to her parents, but her plan is thrown off when they wrongly assume the two are dating.",7.75,4
2017-12-12,11,1400206,"When Seamus Murphy returns to redeem the favor Holt owes him, the precinct searches for a loophole that will allow Holt to uphold his end of the bargain without breaking the law.",6.5,4
2018-03-18,12,1448957,"After Seamus threatens Kevin, Holt devises an elaborate plan to hide him in a safe house, with Jake as his guard. Kevin is miserable as the 99 works overtime to find Seamus and take him down.",7.6,5
2018-03-25,13,1449288,"Jake is called upon to negotiate a hostage situation with a jewel thief, only to discover that the culprit seems to be a familiar face. Amy and Gina help Charles with the high demands of his new food truck, and Holt panics when a member of the Police Commissioner selection committee decides to interview Hitchcock about Holt.",7.0,4
2018-04-01,14,1452849,"Jake embarks on an all-night long interrogation in order to elicit a confession out of a suspect. But when Captain Holt skips the opera in order to stay back and help, the two cops clash over how to get him to talk.",8.5,4
2018-04-08,15,1454570,"Jake surprises Amy with an investigation into a string of arsons connected to her favorite crossword puzzle author, Vin Stermley. Meanwhile, Gina helps Holt jazz up his Commissioner candidate speech, and Terry, Rosa, Hitchcock and Scully argue over who is most deserving of the new detective car.",6.7,6
2018-04-15,16,1460059,"Jake and Charles realize that they’ve been suckered into the cult-like NutriBoom pyramid scheme, and must find a way to sever their contracts.",6.0,3
2018-04-15,17,1460060,"Jake invites his newly discovered half-sister to stay with him in New York, but when he and Amy realize she’s a bit of a nightmare, they must find a way to get her back home to Dallas.",6.3,3
2018-04-22,18,1462045,"When a fire destroys Charles' food truck, Pimento unexpectedly shows up to the scene as the insurance agent. Meanwhile, Rosa helps Amy to see that it’s okay to get excited about picking her wedding dress, and Gina and Terry coach Holt in the art of social media.",6.7,3
2018-04-29,19,1462494,"Charles plans an elaborate scavenger hunt for Jake's bachelor party, but the day goes awry when the guys decide to take some short cuts instead. Meanwhile, Amy's bachelorette party escalates when the ladies realize she previously slept with a member of her soon-to-be wedding band.",6.8,6
2018-05-06,20,1469581,"When Rosa responds to an active shooter alert, the rest of the squad is forced to stay back, desperately fearing for her safety. Feeling helpless, Jake frantically brainstorms ways to offer his assistance, Terry faces an existential crisis and Gina and Amy try to make themselves useful by fixing Rosa's broken toilet.",6.7,3
2018-05-13,21,1473136,"Rosa and Amy team up to take down their ""white whale"" suspect - a ruthless killer who has managed to elude them for seven years - while Terry helps Jake tackle his wedding planning chores. Then, Captain Holt and his rival, Olivia Crawford, try to convince each other to step down in the campaign for Commissioner.",7.7,6
2018-05-20,22,1477935,"Jake and Amy's wedding day is majorly threatened, and Charles and the whole squad rush to help save it. Amidst the chaos, Holt hesitates to open the email that will indicate if he has won his campaign for Commissioner, despite Gina's encouragement. Meanwhile, Terry gently pushes Rosa towards a potential love interest.",8.2,4
2019-01-10,1,1645240,Jake and Amy go on their honeymoon. Capt. Holt finds out whether he is the new commissioner of the NYPD.,7.2,9
2019-01-17,2,1645241,"Jake and Charles investigate a case of Hitchcock and Scully's from the 1980s. Meanwhile, Amy's uniformed officers and Terry's detectives fight over limited resources.",7.6,7
2019-01-24,3,1664108,"Jake and Gina attend their 20th high school reunion. Back at the Nine-Nine, Charles helps Rosa with her love life.",7.1,8
2019-01-31,4,1677231,Gina spends time with each member of the squad.,7.0,7
2019-02-07,5,1682689,"Terry believes the Pontiac Bandit is stealing cars again, but Jake is convinced his friend wouldn't do that. The rest of the squad fight to keep Shaw's a police bar after some firemen stake their claim to it.",7.6,7
2019-02-14,6,1682690,Jake and Rosa must deal with a mother in mourning as they work and rework a crime scene in order to solve a difficult murder case with confusing evidence.,7.6,7
2019-02-21,7,1697317,"Jake and Holt clash over the merits of a new hire in the 99th precinct. Terry, Amy, Rosa and Charles try to do something about the cluttered bullpen.",7.6,7
2019-02-28,8,1711115,"Jake and Amy investigate a difficult ""he said, she said"" case. Holt becomes suspicious after learning his lifelong arch nemesis died in a prison transport accident.",6.9,7
2019-03-07,9,1705434,"Jake helps Amy navigate the complicated relationship she has with her brother, David. Charles introduces some drama into an undercover mission involving Terry and Holt.",7.6,8
2019-03-14,10,1730442,A visitor from Latvia causes Charles and Jake to investigate Nikolaj's family. Holt and Amy bring in famed forensic scientist Dr. Yee to help close a case for Rosa.,6.9,7
2019-03-21,11,1705433,Charles brings Jake into a case when a therapist reports one of his patients missing.,7.0,6
2019-04-11,12,1738279,Work is so busy for Jake and Amy that they end up celebrating their anniversary while standing guard over a comatose patient in the hospital.,6.8,6
2019-04-18,13,1745726,"Holt and Jake investigate a case at Kevin's university. Back at the precinct, Terry and Amy take the squad out for lunch.",7.3,6
