airDate,episodeNumber,id,overview,voteAverage,voteCount
2018-01-04,8,1406763,"After a Cloud 9 employee posts a controversial video online, Dina enlists Cheyenne to help police the rest of the staff's social media accounts. Meanwhile, Amy learns something about Jonah that drives her to desperately pursue Instagram views, and Glenn suspects Mateo of rewards card fraud.",6.3,3
2018-01-11,9,1413766,"When Amy throws a party to prove how great she's doing post-divorce, she's forced to enlist Dina and Jonah's help, and Dina ends up making the ultimate sacrifice. Meanwhile, Glenn and his wife Jerusha are forced to conduct some personal business at Amy's home.",6.0,3
2018-01-18,10,1417816,"When corporate announces that the store is getting an upgrade, Amy, Jonah and Dina set out to discover the pros and cons. Meanwhile, Cheyenne accidentally volunteers to be Glenn's surrogate, and tries to get out of it.",6.3,3
2018-01-25,11,1417817,"Amy finds herself caught in the middle of a conflict between Cheyenne and her ex-convict mom, Brandi. Meanwhile, a personal agreement between Glenn and Dina gets heated when Glenn brings in a lawyer. And when Jonah finds out that Kelly believes in angels, Garrett's perfect weekend plans of having the apartment to himself are threatened.",6.0,3
2018-02-01,12,1423675,"Still fresh from her divorce, Amy doesn't feel ready to start dating again; when Mateo tries to set her up with his loser cousin, she gets determined to show everyone she can do better; Dina takes advantage of a medical condition to scam Glenn.",6.3,3
2018-03-01,13,1439864,"When gamers invade Cloud 9 for the release of a hot new video game, Jonah tries to help Amy secure herself a copy of the game, which takes them on an unexpected adventure. Mateo helps Garrett make a good impression on one of his heroes. Glenn and Sandra try to stand up for themselves with customers and end up instigating a breastfeeding ""nurse-in.""",6.3,3
2018-03-08,14,1439865,"When Mateo gets injured, Jonah tries to help him avoid Cloud 9 compensation for fear of his immigration status being revealed. Meanwhile, Amy attempts to convince everyone that she likes Kelly.",6.3,3
2018-03-15,15,1439867,"When Glenn and Dina offer amnesty to all the employees for any bad things they confess, Garrett and Cheyenne try to decide how to take advantage of it. Meanwhile, Jonah and Amy try to defuse an awkward situation that has the whole store gossiping.",7.0,2
2018-03-22,16,1455069,"When Jeff leaves Cloud 9 to work at Target, Garrett leads Glenn to believe that he's poaching other employees to go with him. In return Glenn tries to poach employees from Target. Amy goes on a double date with Dina, and Kelly and Jonah discuss moving in together.",7.0,1
2018-03-29,17,1455070,"Laurie, the new district manager, visits the store and decides to make some cuts to save money. Amy and Jonah plead with her to not fire anyone and search for other ways to make up the money. Meanwhile, Mateo struggles to prove his skills on the cash register.",6.5,2
2018-04-05,18,1455071,"When local small businesses set up shop inside Cloud 9, Glenn tries to help his wife Jerusha sell her handmade needlepoint, despite Jonah's concerns that he's pressuring his employees. Meanwhile, Amy doesn't feel Latina enough when a guy flirts with her in Spanish, and Garrett tries to uncover the truth behind a beer vendor's product.",6.5,2
2018-04-12,19,1466373,"As lottery mania sweeps the store, Dina encourages the employees to sell as many tickets as possible; Jonah helps Amy track down the new district manager to lobby for a raise.",6.5,2
2018-04-19,20,1466375,"The store hosts a gender reveal party for Glenn and his wife, Jerusha, just as Dina is freaking out at the realities of having to deliver a baby; Amy receives some unsettling news.",7.0,2
2018-04-26,21,1473713,Amy and Jonah deal with the consequences of their recent interactions; Glenn and Dina enlist Garrett's help to win the store a visit from Cloud 9's CEO.,7.0,2
2018-05-03,22,1473714,"As the store prepares to host a company-wide Town Hall meeting, Amy and Jonah are forced to put their conflicts aside and rally their co-workers to confront the CEO. Meanwhile Glenn struggles with the pressure of speaking to a global audience.",7.0,2
2018-10-04,1,1510893,"On their first day back from suspension, Amy and Jonah steel themselves for a barrage of jokes and snide comments about their sex video, while Jeff goes to extreme lengths to win back Mateo.",6.3,3
2018-10-11,2,1579110,"Jonah helps Amy get creative to stock up on supplies for her new baby, while Glenn & Jerusha take maternity pictures that inspire Dina to have her own photo shoot – art-directed by Mateo.",6.0,3
2018-10-18,3,1579111,"Amy and Jonah get combative to keep their new relationship hidden from their co-workers. Meanwhile, Glenn spirals when he learns Kelly wants to transfer to a new store, and Cheyenne struggles to organize a Cloud 9 carpool.",6.3,3
2018-10-25,4,1579113,Amy and Mateo play dirty to win the employee costume contest after learning first prize is a paid day off; Garrett is tormented by the store's repetitive Halloween music; and Glenn fears he's being followed.,6.7,3
2018-11-01,5,1610150,"Amy and Dina both head to the hospital to give birth, but Amy has a vastly different delivery experience after discovering her health insurance has limited coverage.",8.3,3
2018-11-08,6,1610151,"Amy learns she has no maternity leave and must return to work two days after giving birth; Jonah and Garrett, convinced they can make a better pick than Glenn, interview applicants for seasonal work.",7.7,3
2018-11-15,7,1615605,"When a new Cloud 9 initiative forces employees to be friendlier to their customers, Amy ends up getting to know Jonah's parents - and learns he hasn't been completely truthful with them. The new policy also inspires Garrett and Dina to find out who can hold a smile longer.",8.0,2
2018-12-06,8,1615606,Amy and Jonah get a taste of how the other half lives when they attend a managers' conference; Mateo unwittingly reveals a secret about himself; Garrett and Dina face the trials and tribulations of the giftwrapping station.,8.5,2
2018-12-13,9,1629180,"Glenn drives Amy crazy with a new, over the top training system. Cheyenne and Mateo brainstorm a new business, while Dina recruits Jonah to help her when she starts second-guessing her own future.",7.5,2
2019-03-07,10,1629183,"Amy and Cheyenne attend Cloud 9 Academy to advance their careers. Dina and Garrett get roped into babysitting Glenn's daughter while he childproofs his office, and Jonah and Mateo become political activists.",7.5,2
2019-03-14,11,1711107,"Corporate introduces a friendly step-tracking challenge between Cloud 9 branches, and Amy, Jonah, and Dina create a fake rivalry to inspire Store #1217's laziest employees. But healthy competition gets increasingly chaotic when the fake rivalry becomes real.",7.0,2
2019-03-21,12,1722479,"With a massive snowstorm beating down on St. Louis and an unsympathetic home office, the Cloud 9 employees and customers get snowed in, leading to escalating tensions and infighting.",8.5,2
2019-03-28,13,1731140,"Jonah and Amy's first Valentine's Day together gets derailed when Dina brings her birds to work, which also causes trouble for Garrett. Cheyenne gives Marcus a tattoo. Glenn makes videos for his daughter to watch while he's at work.",7.0,2
2019-04-04,14,1731141,"Amy jumps at an amazing career opportunity, only to run up against an exec with a major grudge against her. Jonah and Mateo help Glenn with a financial problem, while Garrett and Cheyenne struggle to spend a day without cell phones.",8.5,2
2019-04-11,15,1739114,Amy finds herself at odds with her co-workers when some salary numbers get leaked. Dina worries that Jonah is coming between her and Amy. Mateo tries to give himself a promotion. Garrett attempts to sabotage Glenn's positive attitude.,8.5,2
2019-04-18,16,1754001,"Suspicious that people are making fun of her, Amy and Jonah spy on Cloud 9 employees through the security system. Dina tries to track down an unsanctioned Easter Bunny in the store. Glenn preps for his church's Passion play.",8.5,2
2019-04-25,17,1757052,"Jonah struggles to find his place at Amy’s daughter Emma’s quinceañera, while Dina proves very popular with some teenage boys. Cheyenne and Mateo are obsessed with seeing Amy cry.",6.0,2
2019-05-02,18,1770959,"Despite Dina’s protests, Amy lets Glenn’s pastor host an Earth Day booth at the store, but things quickly unravel when Glenn won’t recognize Amy’s authority. Jonah spearheads Cloud 9’s green initiative, but is met with apathy from his coworkers.",6.5,2
2019-05-09,19,1787184,"Dina agrees to play the bad guy when corporate forces Amy to cut everyone's hours. Meanwhile, Jonah and the other employees play an elaborate game of laser tag with the store's new scanners, and Mateo makes a startling discovery about Marcus.",6.5,2
2019-05-09,20,1787185,"When a photo of a mess at store 1217 goes viral, Amy and Jonah try to use it to their advantage, while Dina starts hunting for the anonymous tweeter. And with money tight now that their hours have been cut back, Mateo, Cheyenne, Garrett, and Glenn sell their personal items in the store.",7.5,2
2019-05-16,21,1787542,"Amy and Dina visit Cloud 9 corporate to fix problems caused by Sandra's misguided activism, while Jonah tries to sabotage an employee meeting and Garrett tries to prove to his co-workers that he's a good person.",8.5,2
2019-05-16,22,1787543,"Amy and Jonah find themselves on opposing sides as corporate tries to win over employees by showering them with treats. But when the company's tactics grow more extreme, everyone must band together to save one of their own.",8.5,2
2019-09-26,1,1906304,Amy tries to help her employees cope with Mateo's ICE detention - and with the introduction of a new robot co-worker that makes them fear they could be replaced.,0.0,0
2019-10-03,2,1938488,"Amy attempts to gather glowing character testimony for Mateo's immigration lawyer, but comes up short. Jonah plans an engagement party for Sandra, infuriating Dina, while Glenn and Marcus compete for Mateo's old locker.",0.0,0
2019-10-10,3,1939842,"When Amy hires Dina's nemesis Colleen, Dina blackmails Garrett into making Colleen's life a living hell. Jonah is forced to befriend Marcus in order to unionize the warehouse guys.",0.0,0
2019-10-17,4,1950222,"The local mall has closed, and while Amy and Dina are excited about the influx of new customers, they quickly realize they're not all there to shop. Cheyenne learns she's not as cool as she thinks she is.",0.0,0
2019-10-24,5,1957061,"After Glenn has a health scare, Dina takes control of his nutrition and fitness. Jonah and Cheyenne try to get Amy to take a break from working too hard, while Mateo interviews for a new position in the store.",0.0,0
2019-10-31,6,1957062,"Amy amps up the store's Halloween spirit to impress the new district manager, even setting up a haunted house that terrifies Glenn. Jonah collects the last of the union cards. Cheyenne and Mateo wonder if any Cloud 9 employees are capable of murder.",0.0,0
2019-11-07,7,1964703,"Amy, Jonah and Glenn hatch a plan to make Amy look like a tough boss after she loses face in front of the district manager. Dina recruits Mateo to help her run Cloud 9's shoplifter rehabilitation program -- with a few of Dina's personal tweaks.",0.0,0
2019-11-14,8,1972662,"Amy and Jonah help Mateo run a toy drive to make him look good for his immigration hearing, but they clash with a competing charity rep. Sandra and Jerry ask Glenn to officiate their wedding despite Dina's protests. Cheyenne gets real with Garrett.",0.0,0
2019-11-21,9,1978468,"As part of a new corporate initiative Dina is spearheading, the employees have to rush items directly to shoppers' cars. Amy's brother, Eric, visits and Amy thinks she sees a spark with Mateo. Garrett is impressed by a customer's high-tech purchase.",0.0,0
2019-12-12,10,2014149,"Jonah and Sandra represent the Cloud 9 employees at union contract negotiations with corporate. Worried about the union's fate, Amy, Dina and Cheyenne distract themselves by looking for the perfect Christmas tree. Mateo, Garrett and Glenn compete to see who can sell an unsellable item.",0.0,0
2020-01-09,11,2014933,"After Cloud 9's acquisition, Amy struggles to contact the store's new parent company, Sandra enlists Garrett and Dina's help to stand up to Carol, and Glenn wrestles with a big career decision. Meanwhile, Jonah takes up the cause of gender equality.",0.0,0
2020-01-16,12,2044438,"Employees wrestle with the loss of beloved co-worker Myrtle… and the fact that she left a large sum of money to Jonah. Cheyenne recruits Mateo in a possible pyramid scheme, while Dina reconnects with a surprise visitor in the store: her father.",0.0,0
2020-01-23,13,2044452,"Amy tries to make Mateo her new assistant, leading to accusations of favoritism and a group competition in the store. Sandra gets caught in a power struggle between Glenn and Dina, and Jonah attempts to show Garrett that he's still one of the guys.",0.0,0
2020-01-30,14,2061111,"Sandra and Jerry are getting married! When Jonah’s attempt to help the caterers and Dina’s obsession with wedding security threaten to derail it all, it falls to Amy to make sure Sandra’s big day isn’t ruined. Garrett struggles with what to say in his Best Man toast, while Mateo finds that starting a new relationship may be more complicated than he thought.",0.0,0
2020-02-13,15,2066808,,0.0,0
2020-02-20,16,2170411,"Cloud 9 employees experience unforeseen problems with the new Zephra app. Dina's texts lead to animosity, Glenn struggles to deal with a teen craze, and Jonah attempts to prank Garrett to teach him a lesson.",0.0,0
2020-02-27,17,2170918,"Amy organizes a community service event, but it’s jeopardized by Jeff's return and Glenn's desire to help his co-workers. Meanwhile, Sandra confronts Jonah about his strategy for soliciting donations, and Garrett tries to prove his intelligence to Dina.",0.0,0
2020-03-19,18,2195658,"When Amy has to bring her baby to the store, she grows frustrated with people's criticisms of her parenting and Glenn enlists Jerusha to help. Garrett helps Dina plan her first birthday with her boyfriend. Sandra and Cheyenne hatch a conspiracy theory.",0.0,0
2020-03-26,19,2195660,"When Carol returns to the store post-suspension, Amy struggles with employees who refuse to work with her. Garrett and Mateo take advantage of the gig economy. Jonah tries to convince Raise the Wage protesters that he's one of them.",0.0,0
2020-04-02,20,2195661,"Amy joins Jonah for lunch with his parents and brother, but she's caught off guard by their dynamic. Dina worries about being spontaneous when her new boyfriend surprises her at work. Garrett and the others create a game around the store's customers.",0.0,0
2020-04-23,21,2238943,"After Mateo and Cheyenne disagree on the best way to celebrate her 21st birthday, Cheyenne enlists Bo’s help. Much to Garrett’s chagrin, Glenn plays matchmaker to help Jerry and Sandra complete their family, and Dina attempts to help Amy keep a big secret from Jonah.",0.0,0
2020-10-29,1,2406530,"During the coronavirus pandemic, Amy and Jonah try to bring order to the chaos in Cloud 9 while being pulled in multiple directions. The employees learn what it means to be ""heroes,"" while Amy and Jonah's impending move to California looms large.",0.0,0
2020-11-05,2,2474532,"As the Cloud 9 employees prepare to send Amy and Jonah off, Mateo and Glenn attempt to organise a video tribute and Dina searches for a new best friend.",0.0,0
2020-11-12,3,2483341,"With the floor supervisor position available, Jonah decides to throw his hat in the ring, much to Dina's chagrin. Glenn and Mateo struggle to find the right balance in their working relationship. Garrett tries to prove he's been in love before.",0.0,0
2020-11-19,4,2489126,"On the day of Cloud 9's ""In-store-vaganza,"" Dina finally gets the chance to step up to the plate and run the store. Garrett and Cheyenne search for a mysterious smell. Jonah finds himself excited about a new opportunity.",7.0,1
2021-01-14,5,2533286,"After Cloud 9 changes their policy of locking up Black beauty products, the employees are forced to reckon with systemic racism in the store, with Garrett leading the charge. Glenn desperately tries to right the store's wrongs, in misguided ways.",0.0,0
2021-01-21,6,2616380,"After returning from quarantine, Glenn enlists Cheyenne and Bo's help to get Dina to relinquish control. Jonah and Mateo have second thoughts about helping Sandra with her cat's medical needs. Garrett struggles with customer returns.",6.0,1
2021-01-28,7,2634201,"When the employees start to worry about Jonah's emotional state, Mateo, Glenn and Sandra try to help him move on after Amy. Cheyenne is forced to shadow Carol for the day. Garrett helps Dina search for a secret location in the store.",0.0,0
2021-02-04,8,2651682,"Jonah finds himself in trouble with Sandra and Glenn when her son, Tony, starts working at Cloud 9. Mateo tries to help Cheyenne be a better floor supervisor. Garrett is unwittingly thrust in the middle of Dina's relationship with Brian the vet.",0.0,0
2021-02-11,9,2682823,Glenn is confused by Zephra's new store policies and enlists Sandra and Marcus to help figure out what's going on. A memory lapse causes Jonah to question his friendship with Garrett. Cheyenne and Mateo face an unexpected challenge.,0.0,0
2021-02-25,10,2706016,"With Carol's lawyer at Cloud 9 to depose the employees, Jonah tries to ease Glenn's nerves. Mateo enlists Sandra's help hiding the details of his work arrangement while Dina grows concerned about Garrett's behaviour at customer service.",0.0,0
2021-03-04,11,2718589,"On the day of Store 1217's first deep cleaning since the pandemic began, Glenn ropes Garrett into throwing a party to cheer up the employees. Dina needs Cheyenne's guidance when her ability to run the store is compromised. Jonah tries to help Mateo.",0.0,0
2021-03-11,12,2756324,"When Jeff returns to push customer satisfaction surveys, Mateo enlists Garrett's help to hide his relationship. Dina, Glenn and Cheyenne's plan to boost the scores creates new and bigger problems. Jonah tries to convince Sandra to value herself.",0.0,0
2021-03-18,13,2769203,"When the Cloud 9 founder's son makes a surprise visit, the employees struggle to accommodate his bold ideas. Garrett helps Dina navigate a tricky situation with Brian. Jonah and Sandra use social media to investigate some worrying news.",0.0,0
2021-03-25,14,2785635,Some inside information leads the Cloud 9 employees to try to make the store seem perfect for one day.,0.0,0
2021-03-25,15,2785637,"The employees celebrate the past, present and future of Cloud 9.  Series finale.",0.0,0
